controller,severity,preload,afterload,load_stress,run,MAP RMSE (mmHg),Unsafe Event Rate (%)
Fixed-speed baseline,Severe,Low,Normal,1.7,1,14.041436043479445,19.15854074310902
Fixed-speed baseline,Severe,Low,Normal,1.7,2,13.640849761810498,20.164401473865105
Fixed-speed baseline,Severe,Low,Normal,1.7,3,13.7280321498068,20.808837555865164
Fixed-speed baseline,Severe,Low,Normal,1.7,4,14.476951336074073,22.93195202262633
Fixed-speed baseline,Severe,Low,Normal,1.7,5,15.236566498450209,16.69090180257395
Fixed-speed baseline,Severe,Low,Normal,1.7,6,14.789100473301009,16.510147785719305
Fixed-speed baseline,Severe,Low,Normal,1.7,7,15.399785846123553,17.873621599686743
Fixed-speed baseline,Severe,Low,Normal,1.7,8,15.024206204977844,19.5395215121816
Fixed-speed baseline,Severe,Low,Normal,1.7,9,15.209015686667515,20.6823336358073
Fixed-speed baseline,Severe,Low,Normal,1.7,10,14.192382765613063,12.77111356076768
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,1,17.707351145835602,26.000564893355286
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,2,15.006898669362492,19.321400691351343
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,3,15.23706446375842,20.642307407316572
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,4,14.630977139963479,21.994580603608522
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,5,14.922093328675198,19.07342586334233
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,6,21.20199646710945,19.812241795379464
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,7,17.965298135660635,16.945578331589246
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,8,16.09626937190366,25.99648385826816
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,9,12.808668168044777,23.976411032198087
Fixed-speed baseline,Severe,Low,Elevated,1.972308292331602,10,17.547557414749743,21.650952094046144
Fixed-speed baseline,Severe,Low,High,2.701851217221259,1,18.903748263895984,25.687304755265924
Fixed-speed baseline,Severe,Low,High,2.701851217221259,2,17.180925999043723,25.938876336841943
Fixed-speed baseline,Severe,Low,High,2.701851217221259,3,19.218743639561016,21.313645145565104
Fixed-speed baseline,Severe,Low,High,2.701851217221259,4,18.12043983043689,21.42902700845368
Fixed-speed baseline,Severe,Low,High,2.701851217221259,5,20.794124648503445,23.295332100838756
Fixed-speed baseline,Severe,Low,High,2.701851217221259,6,20.307147710235807,24.27129975183633
Fixed-speed baseline,Severe,Low,High,2.701851217221259,7,17.867147014382546,22.440977018309937
Fixed-speed baseline,Severe,Low,High,2.701851217221259,8,17.66297416630843,25.123989855930876
Fixed-speed baseline,Severe,Low,High,2.701851217221259,9,14.88522202352965,25.042778545805696
Fixed-speed baseline,Severe,Low,High,2.701851217221259,10,19.500537333542162,29.617303693737025
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,1,13.442926463200916,19.19689330898747
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,2,11.028278484334551,20.306734637321945
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,3,16.152787614928744,17.600147341197257
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,4,15.69162736195063,19.59021087647565
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,5,13.461905180162546,15.101094636831672
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,6,15.897496371756482,16.874327440504803
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,7,16.861876252280762,16.633849631249937
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,8,14.569057425930414,13.972628713432037
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,9,16.166356304750614,17.49893244185036
Fixed-speed baseline,Severe,Reduced,Low,1.5264337522473748,10,12.784753651922545,17.5979018353543
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,1,13.032060403380957,15.159789165837546
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,2,14.526810703412012,16.296077162140634
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,3,11.324160367216626,14.680359797143577
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,4,10.976463013427283,15.71614176624353
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,5,13.320752273727237,16.70823241224323
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,6,12.04674048106666,16.782609558829982
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,7,12.332403938761036,16.322138745228315
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,8,11.807474833090765,15.671052104919177
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,9,12.07942525335814,17.57721717019123
Fixed-speed baseline,Severe,Reduced,Reduced,1.0,10,13.342265980112861,14.410344283832778
Fixed-speed baseline,Severe,Reduced,Normal,0.8,1,10.190242576886547,16.8520053743401
Fixed-speed baseline,Severe,Reduced,Normal,0.8,2,10.264784905749229,13.577288191433665
Fixed-speed baseline,Severe,Reduced,Normal,0.8,3,15.071955279239688,15.50302631765847
Fixed-speed baseline,Severe,Reduced,Normal,0.8,4,11.453108879893168,14.736136965036941
Fixed-speed baseline,Severe,Reduced,Normal,0.8,5,10.665854505200496,18.00216795516116
Fixed-speed baseline,Severe,Reduced,Normal,0.8,6,11.529229837119336,13.052033180264747
Fixed-speed baseline,Severe,Reduced,Normal,0.8,7,12.840190147404307,15.08300819104315
Fixed-speed baseline,Severe,Reduced,Normal,0.8,8,13.428487450473273,11.547890559417079
Fixed-speed baseline,Severe,Reduced,Normal,0.8,9,12.041654941253132,17.824154113179297
Fixed-speed baseline,Severe,Reduced,Normal,0.8,10,12.717513829477012,14.70865628780509
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,1,16.557015402859793,15.470202689443912
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,2,13.999649542443906,11.443680277694266
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,3,13.17612269467618,18.923982670912174
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,4,13.528224020042742,16.70084039209984
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,5,13.936201395009986,17.400784533996774
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,6,16.42798461483218,15.999871836297569
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,7,13.882268492941053,15.205794078116789
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,8,14.073020307625589,16.905100600644058
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,9,12.495331779237492,17.62790304025965
Fixed-speed baseline,Severe,Reduced,Elevated,1.2806248474865698,10,14.538571503896819,15.569065139224834
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,1,18.58150153041775,18.01579262667539
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,2,18.62824665051076,19.68890148266448
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,3,16.301211177956795,22.931181610640817
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,4,16.814587486380795,23.012226143291564
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,5,16.297264718490215,21.337329596239673
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,6,15.501215610933697,27.286668230422464
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,7,14.556566136087152,23.71304853274287
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,8,17.02483219516107,20.057127789583404
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,9,15.049267091848295,15.690110197821719
Fixed-speed baseline,Severe,Reduced,High,2.247220505424423,10,13.31941085972364,20.19384815995454
Fixed-speed baseline,Severe,Normal,Low,1.3,1,14.430533629945469,15.97621916694223
Fixed-speed baseline,Severe,Normal,Low,1.3,2,13.533557431437158,20.05990338680903
Fixed-speed baseline,Severe,Normal,Low,1.3,3,11.60565825490442,17.97874016759318
Fixed-speed baseline,Severe,Normal,Low,1.3,4,12.114651556746974,20.29491993486582
Fixed-speed baseline,Severe,Normal,Low,1.3,5,13.687080869315492,17.974807078920676
Fixed-speed baseline,Severe,Normal,Low,1.3,6,13.38753410978367,20.692671044190835
Fixed-speed baseline,Severe,Normal,Low,1.3,7,13.247488127680043,18.97410420756592
Fixed-speed baseline,Severe,Normal,Low,1.3,8,13.127322752906988,16.73936360073645
Fixed-speed baseline,Severe,Normal,Low,1.3,9,13.510119723583827,16.482664925973015
Fixed-speed baseline,Severe,Normal,Low,1.3,10,11.89117863802662,18.541547217182334
Fixed-speed baseline,Severe,Normal,Reduced,0.6,1,13.491548262577492,16.507813948663138
Fixed-speed baseline,Severe,Normal,Reduced,0.6,2,9.800350626933676,18.69591968515727
Fixed-speed baseline,Severe,Normal,Reduced,0.6,3,13.795205422721292,17.024652261265057
Fixed-speed baseline,Severe,Normal,Reduced,0.6,4,9.464047749570495,16.749939340592743
Fixed-speed baseline,Severe,Normal,Reduced,0.6,5,10.929945502822346,17.600396820906965
Fixed-speed baseline,Severe,Normal,Reduced,0.6,6,13.485754438550664,14.770690756500635
Fixed-speed baseline,Severe,Normal,Reduced,0.6,7,11.09350256961541,14.986730419498421
Fixed-speed baseline,Severe,Normal,Reduced,0.6,8,11.794403043188176,14.001789174058201
Fixed-speed baseline,Severe,Normal,Reduced,0.6,9,10.584909677857773,10.951600010261332
Fixed-speed baseline,Severe,Normal,Reduced,0.6,10,13.335347174749154,14.80596088839482
Fixed-speed baseline,Severe,Normal,Normal,0.0,1,11.148363819012271,14.24597284535398
Fixed-speed baseline,Severe,Normal,Normal,0.0,2,9.035091788611863,14.24210759834491
Fixed-speed baseline,Severe,Normal,Normal,0.0,3,10.586368094450183,12.402749975682825
Fixed-speed baseline,Severe,Normal,Normal,0.0,4,9.843015140519242,11.34607785717732
Fixed-speed baseline,Severe,Normal,Normal,0.0,5,9.820754473476827,12.123670082915766
Fixed-speed baseline,Severe,Normal,Normal,0.0,6,9.42982035039524,11.213856879239174
Fixed-speed baseline,Severe,Normal,Normal,0.0,7,9.526045103069864,12.636614251414167
Fixed-speed baseline,Severe,Normal,Normal,0.0,8,8.944092486294766,11.079160833982217
Fixed-speed baseline,Severe,Normal,Normal,0.0,9,11.385528985522205,13.303853256143578
Fixed-speed baseline,Severe,Normal,Normal,0.0,10,9.57233899341574,11.42303423387554
Fixed-speed baseline,Severe,Normal,Elevated,1.0,1,12.755108180747078,14.768825820894884
Fixed-speed baseline,Severe,Normal,Elevated,1.0,2,13.756390690197787,17.873116849870186
Fixed-speed baseline,Severe,Normal,Elevated,1.0,3,12.576863591173682,18.84027534743017
Fixed-speed baseline,Severe,Normal,Elevated,1.0,4,12.832779760868068,16.537587338278986
Fixed-speed baseline,Severe,Normal,Elevated,1.0,5,11.033230195199417,16.849934767510856
Fixed-speed baseline,Severe,Normal,Elevated,1.0,6,11.70466479673241,11.676798299833923
Fixed-speed baseline,Severe,Normal,Elevated,1.0,7,12.878621941959148,15.192121527269228
Fixed-speed baseline,Severe,Normal,Elevated,1.0,8,15.81759538468175,13.663544799456925
Fixed-speed baseline,Severe,Normal,Elevated,1.0,9,10.079538605998152,16.409372569938
Fixed-speed baseline,Severe,Normal,Elevated,1.0,10,14.077929804693023,14.42419598647855
Fixed-speed baseline,Severe,Normal,High,2.1,1,17.059249364307508,23.3063182219605
Fixed-speed baseline,Severe,Normal,High,2.1,2,18.382476291438522,22.80730244316524
Fixed-speed baseline,Severe,Normal,High,2.1,3,14.240327933937735,16.11445811090953
Fixed-speed baseline,Severe,Normal,High,2.1,4,14.788642704196732,23.673948293022494
Fixed-speed baseline,Severe,Normal,High,2.1,5,10.44100665491188,21.329062728884054
Fixed-speed baseline,Severe,Normal,High,2.1,6,17.19626210768813,22.222480542322923
Fixed-speed baseline,Severe,Normal,High,2.1,7,16.116013887754505,21.06547356346006
Fixed-speed baseline,Severe,Normal,High,2.1,8,14.300501062472255,18.141120148852654
Fixed-speed baseline,Severe,Normal,High,2.1,9,14.807730457136095,18.455148348903798
Fixed-speed baseline,Severe,Normal,High,2.1,10,17.38297136355551,19.92170476289895
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,1,14.798021698656136,19.97188958685436
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,2,15.087316960035409,14.700619655262907
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,3,15.479087821756625,19.53174276934914
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,4,16.486279687321815,19.52387222474307
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,5,15.644979162917412,17.83585434516354
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,6,15.051064794978187,17.56887184371706
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,7,14.202014921856897,20.184592017626557
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,8,14.743292628875595,21.8854465855281
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,9,15.466035603993259,19.198788762212054
Fixed-speed baseline,Severe,Elevated,Low,1.5811388300841898,10,14.259252959566469,17.031759356935833
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,1,12.12839443959264,20.428620244037063
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,2,13.26904472270573,14.806943949238878
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,3,11.504333526331262,20.206019367159957
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,4,13.100694848618051,12.459765944230762
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,5,14.33315376579461,17.912628087410887
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,6,13.593750231226512,16.961586091362147
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,7,10.44315236188978,18.363476404735316
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,8,12.177011806451475,18.633400810731896
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,9,14.756288523076643,14.140498534001487
Fixed-speed baseline,Severe,Elevated,Reduced,1.0816653826391966,10,15.170165861838585,12.071593961696784
Fixed-speed baseline,Severe,Elevated,Normal,0.9,1,9.653435826012284,12.456458395898691
Fixed-speed baseline,Severe,Elevated,Normal,0.9,2,12.894893691794614,16.340188653445697
Fixed-speed baseline,Severe,Elevated,Normal,0.9,3,11.66230851028693,12.79000222534518
Fixed-speed baseline,Severe,Elevated,Normal,0.9,4,13.661436450466391,15.469470954355797
Fixed-speed baseline,Severe,Elevated,Normal,0.9,5,11.095714598246483,14.595588804158202
Fixed-speed baseline,Severe,Elevated,Normal,0.9,6,13.349650545479065,13.214057942288486
Fixed-speed baseline,Severe,Elevated,Normal,0.9,7,12.844678675521193,17.927381995256326
Fixed-speed baseline,Severe,Elevated,Normal,0.9,8,11.740490505933241,17.10368766403012
Fixed-speed baseline,Severe,Elevated,Normal,0.9,9,11.63349682951578,15.040554134159644
Fixed-speed baseline,Severe,Elevated,Normal,0.9,10,10.972751429307355,18.1857207508414
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,1,14.895666114045982,17.896623040180703
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,2,12.934358408374088,18.28936155019801
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,3,12.853271176540822,17.779475502312362
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,4,13.674875163265892,15.850682227626665
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,5,15.15428915756549,17.016077123204074
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,6,15.032116032760626,15.388557152248026
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,7,13.09710866312131,18.20877995134307
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,8,14.310386249937588,20.061693990491484
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,9,12.651816051129058,13.560543150608678
Fixed-speed baseline,Severe,Elevated,Elevated,1.3453624047073711,10,13.863762161668395,15.998361139899597
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,1,15.71065646915314,27.24032238562073
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,2,17.03421363281601,26.84084806822139
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,3,17.017129975873267,19.10703753422492
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,4,18.595228750187747,21.898124301177692
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,5,18.398415615584305,20.10905083499665
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,6,19.19345173503666,25.374619389031928
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,7,16.14390247590339,23.612282779954448
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,8,16.7218922402766,25.957026000302598
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,9,15.01275242057228,24.058907479608468
Fixed-speed baseline,Severe,Elevated,High,2.2847319317591723,10,21.20182147113973,21.288778710179518
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,1,17.833759805674724,18.431791764718863
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,2,18.25491208943662,18.67079834097728
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,3,18.838448590596187,25.848915914459948
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,4,18.896482466622665,20.84115911961919
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,5,20.849524327873812,23.709895498648372
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,6,16.384817520494217,18.43715271516938
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,7,20.21851401266408,22.427586247117166
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,8,16.57717308536017,24.054872927947397
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,9,17.882331023976075,17.294734847359496
Fixed-speed baseline,Severe,High,Low,2.3021728866442674,10,18.104319980709352,21.330477754641972
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,1,15.62145187967657,16.857037117415608
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,2,17.432830483486644,16.941018462805257
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,3,17.94707856917833,15.07808328215438
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,4,16.042315800303825,21.033970649897046
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,5,14.35581095962687,19.96512663072611
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,6,14.321524198976167,24.605312777318353
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,7,16.76002193662428,17.362387258353262
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,8,16.150155879860968,19.912265432247086
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,9,16.922167046709873,22.96650716215905
Fixed-speed baseline,Severe,High,Reduced,1.9924858845171274,10,15.769128356256134,19.893411116862726
Fixed-speed baseline,Severe,High,Normal,1.9,1,14.445936292319487,21.131789728233205
Fixed-speed baseline,Severe,High,Normal,1.9,2,17.011143530949347,16.414958831654722
Fixed-speed baseline,Severe,High,Normal,1.9,3,18.25120700684304,16.781688628369178
Fixed-speed baseline,Severe,High,Normal,1.9,4,13.966683759793126,22.499300949697002
Fixed-speed baseline,Severe,High,Normal,1.9,5,15.007420326693168,14.809374849582287
Fixed-speed baseline,Severe,High,Normal,1.9,6,15.94262316981266,20.26791483875889
Fixed-speed baseline,Severe,High,Normal,1.9,7,15.087176414896451,21.96508554346433
Fixed-speed baseline,Severe,High,Normal,1.9,8,16.94034955152541,22.94685155676576
Fixed-speed baseline,Severe,High,Normal,1.9,9,15.615704975339122,23.921548452064243
Fixed-speed baseline,Severe,High,Normal,1.9,10,15.644254400711322,25.421452895602364
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,1,19.181324757470215,21.402660435085654
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,2,16.349664903335707,25.125676612982087
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,3,20.595377251216984,20.634180285625433
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,4,18.22525185701971,20.87708104883537
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,5,19.002520512378037,20.413396935368965
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,6,16.918535044392755,17.648058161780554
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,7,14.317643410164797,22.376361261318806
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,8,15.731541963312642,22.40575981351358
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,9,14.05870020326074,23.397059979970795
Fixed-speed baseline,Severe,High,Elevated,2.1470910553583886,10,17.78758468972692,22.692816107418057
Fixed-speed baseline,Severe,High,High,2.831960451701259,1,16.62057330457546,28.794360908901528
Fixed-speed baseline,Severe,High,High,2.831960451701259,2,20.1268004633802,16.498070734596826
Fixed-speed baseline,Severe,High,High,2.831960451701259,3,19.472388855418586,23.40079600497631
Fixed-speed baseline,Severe,High,High,2.831960451701259,4,20.48268478147101,18.23568067954401
Fixed-speed baseline,Severe,High,High,2.831960451701259,5,19.733670003661125,23.82082446397231
Fixed-speed baseline,Severe,High,High,2.831960451701259,6,20.601247628046497,20.11577174650314
Fixed-speed baseline,Severe,High,High,2.831960451701259,7,20.855678194118838,28.28052007406964
Fixed-speed baseline,Severe,High,High,2.831960451701259,8,19.757904545341713,21.165259531542763
Fixed-speed baseline,Severe,High,High,2.831960451701259,9,20.600688116862518,23.222311655572017
Fixed-speed baseline,Severe,High,High,2.831960451701259,10,19.97032247347163,22.19701937338034
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,1,18.85524891814848,19.91104824239761
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,2,19.468417081229173,26.83001878946932
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,3,20.078923616496475,27.02367105964067
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,4,16.20391452476298,28.808930759255517
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,5,16.377379146606156,21.89908599040477
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,6,19.316411639278076,24.509985548850477
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,7,17.485966622561342,21.135936272694316
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,8,20.864997121499815,19.072212490175016
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,9,15.72725319502271,21.78038970636025
Fixed-speed baseline,Advanced,Low,Low,2.1400934559032696,10,19.93494929135179,18.529243015970287
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,1,19.130478751404823,23.979789276031482
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,2,14.805807097696633,17.37891272546459
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,3,14.414893249488385,25.530280999383237
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,4,14.894024028891103,20.86005422742843
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,5,19.77840210549547,23.260636893546287
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,6,18.072038393635367,22.28445290636319
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,7,16.481797909114643,23.220888301824818
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,8,12.590471402579922,22.914475650855668
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,9,16.312020326849343,23.806219085291097
Fixed-speed baseline,Advanced,Low,Reduced,1.8027756377319946,10,16.107340383947733,17.536952348170367
Fixed-speed baseline,Advanced,Low,Normal,1.7,1,14.875436246620218,24.79972796711017
Fixed-speed baseline,Advanced,Low,Normal,1.7,2,18.038473552962788,17.799618365264894
Fixed-speed baseline,Advanced,Low,Normal,1.7,3,16.900899530941693,22.266226440654535
Fixed-speed baseline,Advanced,Low,Normal,1.7,4,18.309275400534187,19.3065438220651
Fixed-speed baseline,Advanced,Low,Normal,1.7,5,16.731094341703137,22.72637156068464
Fixed-speed baseline,Advanced,Low,Normal,1.7,6,12.213571504668318,25.264745063238763
Fixed-speed baseline,Advanced,Low,Normal,1.7,7,19.097551297916606,19.497023730239174
Fixed-speed baseline,Advanced,Low,Normal,1.7,8,16.411007421587154,18.95147066171387
Fixed-speed baseline,Advanced,Low,Normal,1.7,9,17.028114052868887,27.43153292884279
Fixed-speed baseline,Advanced,Low,Normal,1.7,10,14.691088410887957,16.044047111217257
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,1,16.625678966578974,20.87605272432288
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,2,18.166904807403043,23.370821212936633
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,3,18.084732371318356,24.509055019538742
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,4,17.696229741483005,21.155134008160232
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,5,17.01505395029775,24.987382664762798
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,6,18.170758211322145,18.848135153188675
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,7,14.75215893679991,24.99465726658484
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,8,13.21603865385951,21.314336413061664
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,9,19.731606545943134,19.799919851377304
Fixed-speed baseline,Advanced,Low,Elevated,1.972308292331602,10,20.0266445874415,22.192723484545652
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,1,21.73049244932441,23.675393470982875
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,2,17.2849301104785,25.277156930814076
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,3,20.939227021992735,20.88085779520002
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,4,22.76217150783565,30.0275959140566
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,5,21.571772604823504,27.861392586898617
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,6,23.634756555640866,25.875094857399343
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,7,23.183883693843235,22.683542497929714
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,8,19.727941818387364,29.258240529229422
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,9,20.688465348855726,28.51429528516164
Fixed-speed baseline,Advanced,Low,High,2.701851217221259,10,19.924293057231246,23.17808960455212
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,1,16.732592178765117,20.794406832023917
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,2,17.180254727531135,20.036354681221177
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,3,14.952400360196304,14.628690150848138
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,4,17.132445013019844,23.071499833098233
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,5,16.588377767886293,17.431771631450637
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,6,16.39838770830724,24.168634428806218
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,7,17.04370070220224,21.695992220771934
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,8,15.691490420690922,21.987970057206045
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,9,14.816130345238248,20.527563751903216
Fixed-speed baseline,Advanced,Reduced,Low,1.5264337522473748,10,17.137205167221115,25.650465434251394
Fixed-speed baseline,Advanced,Reduced,Reduced,1.0,1,15.933155213975217,15.242411344571849
Fixed-speed baseline,Advanced,Reduced,Reduced,1.0,2,14.156387946944655,15.797914996549572
Fixed-speed baseline,Advanced,Reduced,Reduced,1.0,3,14.608157033198223,20.01631870457348
